artwork	subject
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900261217	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ leggio
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500375101	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ vaso da fiori
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1200758690	San Giuseppe e Gesù Bambino @ http://culturaitalia.it/pico/thesaurus/4.2#stampe_incisioni_matrici @ San Giuseppe e Gesù Bambino
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900146042	MADONNA CON BAMBINO @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ MADONNA CON BAMBINO
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000069491	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ campana
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500072162-19	figura maschile @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ figura maschile
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100255675	Madonna di Loreto; San Francesco di Assisi @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Madonna di Loreto; San Francesco di Assisi
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900054674	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ parato
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500176217	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ inginocchiatoio
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500423730	Sacro Cuore di Gesù @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Sacro Cuore di Gesù
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500208244	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ coperta di libro liturgico
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900300167-0	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Olmi Enrico
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800202761	crocifissione @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ crocifissione
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1200759881	Cristo, santi, angeli @ 11 D : 11 H : 11 HH : 11 G 19 1 : 46 A 12 21 @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Cristo, santi, angeli
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000065321	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ tavolo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500034197	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ corona del rosario
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500653408	due donne, due bambini e un anziano intorno a un tavolo con del pane sopra @ soggetto non rilevabile @ http://culturaitalia.it/pico/thesaurus/4.2#stampe_incisioni_matrici @ due donne, due bambini e un anziano intorno a un tavolo con del pane sopra
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800319422	Sant'Antonio da Padova e Gesù Bambino @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Sant'Antonio da Padova e Gesù Bambino
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000030491	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ nicchia
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500446046	ritratto di donna @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ ritratto di donna
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100067899	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ pedana
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900188151	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ peduccio
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300011086	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ coperta di libro
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900344262-5	n.p @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ decorazione a ricamo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800037974	Madonna col Bambino e i Santi Caterina e Cassiano @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Madonna col Bambino e i Santi Caterina e Cassiano
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1200706322	Ultima cena @ 73 D 24 @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Ultima cena
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100013047	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ pianeta
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100011312	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ candeliere
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900329809	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ lanterna processionale
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1700034323-2	Annunciazione @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Annunciazione
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000052548	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ 
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500192099A	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ LASTRA TOMBALE
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1700040033	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ velo omerale
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1600131636	sacrificio di Elia sul monte Carmelo @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ sacrificio di Elia sul monte Carmelo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100165005	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ manipolo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100175640	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ mobile da sacrestia
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0700034225	fiera di paese @ 11P; 46B1; 25H; 11Q7121; 25F; 46B355; 41A362; 46A7 @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ fiera di paese, La fiera dell'Impruneta
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800223044	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ campanella
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300178124	Composizione 50/218 @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Composizione 50/218
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900130625	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ calice
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100164965	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ pisside
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100153299	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ croce processionale
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800281966	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ candelabro
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0300044767	putto @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ putto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500352514	piatto: veduta frontale e dall'alto @ http://culturaitalia.it/pico/thesaurus/4.2#stampe_incisioni_matrici @ piatto: veduta frontale e dall'alto
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100139367-1	Cristo crocifisso @ 11 D 35 @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Cristo crocifisso
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900286900	Mercurio e Polimele, Venere e Adone @ n.p @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Mercurio e Polimele, Venere e Adone
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100198492	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ ancona
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1100253326	San Nicola da Tolentino benedice una culla @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ San Nicola da Tolentino benedice una culla
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500656484	bambino con cappello frigio muove una macchina utensile da cui escono capi di biancheria colorata @ Soggetto non rilevabile @ http://culturaitalia.it/pico/thesaurus/4.2#stampe_incisioni_matrici @ bambino con cappello frigio muove una macchina utensile da cui escono capi di biancheria colorata
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0700008507	motivi decorativi vegetali e floreali/ motivi decorativi a volute @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ motivi decorativi vegetali e floreali/ motivi decorativi a volute
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900390408	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ emblema di confraternita
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900508253	BARCA CON PESCATORI @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ BARCA CON PESCATORI
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1700125199	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ navicella portaincenso
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0900527101	Madonna @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Madonna
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000071970	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ monofora
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000025193	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ altare
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100217390-17	San Paolo e San Barnaba a Listra @ 73 F 22 31 5 : 31 D 14 : 31 D 15 @ http://culturaitalia.it/pico/thesaurus/4.2#stampe_incisioni_matrici @ San Paolo e San Barnaba a Listra, Santi Paolo e Barnaba a Listra
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1400016471	Madonna Addolorata @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ Madonna Addolorata
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500295425	finte architetture con dottori della chiesa e figure allegoriche @ http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ finte architetture con dottori della chiesa e figure allegoriche
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500094073	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ telo
https://w3id.org/arco/resource/HistoricOrArtisticProperty/1900139470	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ di S. Stefano protomartire
https://w3id.org/arco/resource/HistoricOrArtisticProperty/2000080397	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ stola
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0500123652	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ confessionale
https://w3id.org/arco/resource/HistoricOrArtisticProperty/0800158811	http://culturaitalia.it/pico/thesaurus/4.1#opere_d_arte_visiva @ paramento liturgico
