artwork	prop1	prop2
http://dbpedia.org/resource/Coming_of_the_White_Man	http://dbpedia.org/resource/Category:1904_establishments_in_Oregon @ http://dbpedia.org/resource/Category:1904_sculptures @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Oregon @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Portland,_Oregon @ http://dbpedia.org/resource/Category:Sculptures_of_Native_Americans_in_Oregon @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Oregon @ http://dbpedia.org/resource/Category:Statues_in_Portland,_Oregon @ http://dbpedia.org/resource/Category:Washington_Park_(Portland,_Oregon)	Two Native American men, including Chief Multnomah
http://dbpedia.org/resource/Statue_of_Billie_Holiday	http://dbpedia.org/resource/Category:1985_establishments_in_Maryland @ http://dbpedia.org/resource/Category:1985_sculptures @ http://dbpedia.org/resource/Category:Billie_Holiday @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Maryland @ http://dbpedia.org/resource/Category:Cultural_depictions_of_jazz_musicians @ http://dbpedia.org/resource/Category:Landmarks_in_Baltimore @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Maryland @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Baltimore @ http://dbpedia.org/resource/Category:Sculptures_of_African_Americans @ http://dbpedia.org/resource/Category:Sculptures_of_women_in_Maryland @ http://dbpedia.org/resource/Category:Statues_in_Maryland @ http://dbpedia.org/resource/Category:Statues_of_musicians @ http://dbpedia.org/resource/Category:Tourist_attractions_in_Baltimore @ http://dbpedia.org/resource/Category:Upton,_Baltimore	http://dbpedia.org/resource/Billie_Holiday
http://dbpedia.org/resource/Statue_of_Max_Planck	http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Berlin @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Berlin @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Germany @ http://dbpedia.org/resource/Category:Statues_in_Germany	http://dbpedia.org/resource/Max_Planck
http://dbpedia.org/resource/Statue_of_Unicorn_Gundam	http://dbpedia.org/resource/Category:Gundam @ http://dbpedia.org/resource/Category:Odaiba @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Tokyo @ http://dbpedia.org/resource/Category:Statues_in_Japan @ http://dbpedia.org/resource/Category:Statues_of_fictional_characters	http://dbpedia.org/resource/Gundam_(fictional_robot)
http://dbpedia.org/resource/Jet_Kiss	http://dbpedia.org/resource/Category:2015_establishments_in_Washington_(state) @ http://dbpedia.org/resource/Category:2015_sculptures @ http://dbpedia.org/resource/Category:Capitol_Hill,_Seattle @ http://dbpedia.org/resource/Category:Douglas_A-4_Skyhawk @ http://dbpedia.org/resource/Category:Public_art_in_Seattle @ http://dbpedia.org/resource/Category:Sculptures_in_Seattle	Douglas A-4 Skyhawks
http://dbpedia.org/resource/Standing_Saint	http://dbpedia.org/resource/Category:1520s_paintings @ http://dbpedia.org/resource/Category:Oil_paintings @ http://dbpedia.org/resource/Category:Paintings_by_Hans_Baldung @ http://dbpedia.org/resource/Category:Paintings_in_the_Musée_de_l'Œuvre_Notre-Dame @ http://dbpedia.org/resource/Category:Paintings_in_the_collection_of_the_Musée_des_Beaux-Arts_de_Strasbourg	an unidentified male Christian Saint
http://dbpedia.org/resource/Statue_of_Johannes_Gutenberg_(Stanford_University)	http://dbpedia.org/resource/Category:2013_establishments_in_California @ http://dbpedia.org/resource/Category:2013_sculptures @ http://dbpedia.org/resource/Category:Johannes_Gutenberg @ http://dbpedia.org/resource/Category:Marble_sculptures_in_the_United_States @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_California @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_California @ http://dbpedia.org/resource/Category:Stanford_University_buildings_and_structures	http://dbpedia.org/resource/Johannes_Gutenberg
http://dbpedia.org/resource/Statue_of_Zachariah_Chandler	http://dbpedia.org/resource/Category:Buildings_and_structures_in_Lansing,_Michigan @ http://dbpedia.org/resource/Category:Formerly_in_the_National_Statuary_Hall_Collection @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Michigan @ http://dbpedia.org/resource/Category:Relocated_buildings_and_structures_in_the_United_States @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Michigan @ http://dbpedia.org/resource/Category:Statues_in_Michigan	http://dbpedia.org/resource/Zachariah_Chandler
http://dbpedia.org/resource/Statue_of_Fitz-Greene_Halleck	http://dbpedia.org/resource/Category:1876_sculptures @ http://dbpedia.org/resource/Category:1877_establishments_in_New_York_(state) @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Central_Park @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Manhattan @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Manhattan @ http://dbpedia.org/resource/Category:Sculptures_in_Central_Park @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_New_York_City @ http://dbpedia.org/resource/Category:Statues_in_New_York_City @ http://dbpedia.org/resource/Category:Statues_of_writers	http://dbpedia.org/resource/Fitz-Greene_Halleck
http://dbpedia.org/resource/High_Noon_(painting)	http://dbpedia.org/resource/Category:1949_paintings @ http://dbpedia.org/resource/Category:Paintings_by_Edward_Hopper	Woman in doorway of Colonial Revival home
http://dbpedia.org/resource/Portrait_of_the_Artist's_Family_(Holbein)	http://dbpedia.org/resource/Category:Paintings_by_Hans_Holbein_the_Younger @ http://dbpedia.org/resource/Category:Paintings_of_children @ http://dbpedia.org/resource/Category:Portrait_art	Artist's Family
http://dbpedia.org/resource/Ulysses_and_the_Sirens_(Draper)	http://dbpedia.org/resource/Category:1909_paintings @ http://dbpedia.org/resource/Category:Maritime_paintings @ http://dbpedia.org/resource/Category:Nude_art @ http://dbpedia.org/resource/Category:Odysseus @ http://dbpedia.org/resource/Category:Paintings_based_on_the_Odyssey @ http://dbpedia.org/resource/Category:Paintings_by_Herbert_James_Draper @ http://dbpedia.org/resource/Category:Paintings_depicting_Greek_myths @ http://dbpedia.org/resource/Category:Paintings_in_Yorkshire_and_the_Humber @ http://dbpedia.org/resource/Category:Paintings_of_people	A scene from Homer's Odyssey in which Ulysses is tormented by Sirens
http://dbpedia.org/resource/White_River_at_Sharon	http://dbpedia.org/resource/Category:Paintings_by_Edward_Hopper @ http://dbpedia.org/resource/Category:Paintings_in_the_collection_of_the_Smithsonian_American_Art_Museum	http://dbpedia.org/resource/White_River_(Vermont)
http://dbpedia.org/resource/Pasquino	http://dbpedia.org/resource/Category:Hellenistic-style_Roman_sculptures @ http://dbpedia.org/resource/Category:Italian_political_satire @ http://dbpedia.org/resource/Category:Italian_satire @ http://dbpedia.org/resource/Category:Renaissance_Rome @ http://dbpedia.org/resource/Category:Rome_R._VI_Parione @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Italy @ http://dbpedia.org/resource/Category:Talking_statues_of_Rome	Supposedly named for Pasquino, a neighboring tailor @ http://dbpedia.org/resource/Menelaus
http://dbpedia.org/resource/The_Tortoise_and_the_Hare_(sculpture)	http://dbpedia.org/resource/Category:1994_establishments_in_Massachusetts @ http://dbpedia.org/resource/Category:1994_sculptures @ http://dbpedia.org/resource/Category:Animal_sculptures_in_Massachusetts @ http://dbpedia.org/resource/Category:Boston_Marathon @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Massachusetts @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Boston @ http://dbpedia.org/resource/Category:Rabbits_and_hares_in_art @ http://dbpedia.org/resource/Category:Sculptures_of_turtles	http://dbpedia.org/resource/The_Tortoise_and_the_Hare
http://dbpedia.org/resource/Statue_of_Vitus,_Charles_Bridge	http://dbpedia.org/resource/Category:Christian_sculptures @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Prague @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Prague @ http://dbpedia.org/resource/Category:Statues_on_the_Charles_Bridge	http://dbpedia.org/resource/Vitus
http://dbpedia.org/resource/Prometheus_(Zach)	http://dbpedia.org/resource/Category:1958_establishments_in_Oregon @ http://dbpedia.org/resource/Category:1958_sculptures @ http://dbpedia.org/resource/Category:Abstract_sculptures_in_Oregon @ http://dbpedia.org/resource/Category:Ancient_Greece_in_art_and_culture @ http://dbpedia.org/resource/Category:Cast-iron_sculptures @ http://dbpedia.org/resource/Category:Iron_sculptures_in_the_United_States @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Eugene,_Oregon @ http://dbpedia.org/resource/Category:Prometheus @ http://dbpedia.org/resource/Category:Sculptures_of_classical_mythology @ http://dbpedia.org/resource/Category:Statues_in_Eugene,_Oregon @ http://dbpedia.org/resource/Category:University_of_Oregon_campus	http://dbpedia.org/resource/Prometheus
http://dbpedia.org/resource/Bust_of_Giovanni_Battista_Santoni	http://dbpedia.org/resource/Category:1610s_sculptures @ http://dbpedia.org/resource/Category:Busts_by_Gian_Lorenzo_Bernini @ http://dbpedia.org/resource/Category:Busts_in_Italy @ http://dbpedia.org/resource/Category:Marble_sculptures_in_Italy @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Rome	Giovanni Battista Santoni
http://dbpedia.org/resource/Court_of_Neptune_Fountain	http://dbpedia.org/resource/Category:1897_establishments_in_the_United_States @ http://dbpedia.org/resource/Category:1898_sculptures @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Dolphins_in_art @ http://dbpedia.org/resource/Category:Fountains_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Horses_in_art @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Nude_sculptures_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Sculptures_by_Roland_Hinton_Perry @ http://dbpedia.org/resource/Category:Sculptures_of_Neptune @ http://dbpedia.org/resource/Category:Seashells_in_art @ http://dbpedia.org/resource/Category:Southeast_(Washington,_D.C.)	http://dbpedia.org/resource/Neptune
http://dbpedia.org/resource/Statue_of_Massasoit_(Salt_Lake_City)	http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Utah @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Salt_Lake_City @ http://dbpedia.org/resource/Category:Sculptures_of_Native_Americans @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Utah @ http://dbpedia.org/resource/Category:Statues_in_Utah @ http://dbpedia.org/resource/Category:Works_by_Cyrus_Edwin_Dallin	http://dbpedia.org/resource/Massasoit
http://dbpedia.org/resource/Marie_Antoinette_with_a_Rose	http://dbpedia.org/resource/Category:1783_paintings @ http://dbpedia.org/resource/Category:Paintings_by_Élisabeth_Vigée_Le_Brun @ http://dbpedia.org/resource/Category:Paintings_in_the_collection_of_the_Palace_of_Versailles @ http://dbpedia.org/resource/Category:Portraits_of_historical_figures @ http://dbpedia.org/resource/Category:Portraits_of_monarchs @ http://dbpedia.org/resource/Category:Portraits_of_women	http://dbpedia.org/resource/Marie_Antoinette
http://dbpedia.org/resource/Statue_of_Charles_Sumner_(Boston)	http://dbpedia.org/resource/Category:1877_sculptures @ http://dbpedia.org/resource/Category:1878_establishments_in_Massachusetts @ http://dbpedia.org/resource/Category:Boston_Public_Garden @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Massachusetts @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Boston @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Boston @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Massachusetts @ http://dbpedia.org/resource/Category:Statues_in_Boston	http://dbpedia.org/resource/Charles_Sumner
http://dbpedia.org/resource/Nursing_Madonna_(Jan_Provoost)	http://dbpedia.org/resource/Category:16th-century_paintings @ http://dbpedia.org/resource/Category:Early_Netherlandish_paintings @ http://dbpedia.org/resource/Category:Oil_paintings @ http://dbpedia.org/resource/Category:Paintings_in_the_collection_of_the_Musée_des_Beaux-Arts_de_Strasbourg @ http://dbpedia.org/resource/Category:Paintings_of_the_Madonna_and_Child	http://dbpedia.org/resource/Nursing_Madonna
http://dbpedia.org/resource/Statue_of_Baphomet	http://dbpedia.org/resource/Category:2015_sculptures @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_the_United_States @ http://dbpedia.org/resource/Category:Demons_in_art @ http://dbpedia.org/resource/Category:Goats_in_art @ http://dbpedia.org/resource/Category:Sculptures_in_Michigan @ http://dbpedia.org/resource/Category:Sculptures_of_children_in_the_United_States @ http://dbpedia.org/resource/Category:Sculptures_of_deities @ http://dbpedia.org/resource/Category:Statues_in_the_United_States	http://dbpedia.org/resource/Baphomet
http://dbpedia.org/resource/Statue_of_Christopher_Columbus_(St._Louis)	http://dbpedia.org/resource/Category:Buildings_and_structures_in_St._Louis @ http://dbpedia.org/resource/Category:Former_buildings_and_structures_in_St._Louis @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Missouri @ http://dbpedia.org/resource/Category:Monuments_and_memorials_removed_during_the_George_Floyd_protests @ http://dbpedia.org/resource/Category:Monuments_and_memorials_to_Christopher_Columbus @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Missouri @ http://dbpedia.org/resource/Category:Relocated_buildings_and_structures_in_Missouri @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Missouri @ http://dbpedia.org/resource/Category:Statues_of_Christopher_Columbus	http://dbpedia.org/resource/Christopher_Columbus
http://dbpedia.org/resource/Statue_of_John_Sevier	http://dbpedia.org/resource/Category:1931_establishments_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:Governor_of_Tennessee @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Washington,_D.C. @ http://dbpedia.org/resource/Category:National_Statuary_Hall_Collection @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Washington,_D.C.	http://dbpedia.org/resource/John_Sevier
http://dbpedia.org/resource/Statue_of_Oliver_Cromwell,_Westminster	http://dbpedia.org/resource/Category:1899_sculptures @ http://dbpedia.org/resource/Category:Books_in_art @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_the_United_Kingdom @ http://dbpedia.org/resource/Category:Grade_II_listed_monuments_and_memorials @ http://dbpedia.org/resource/Category:Grade_II_listed_statues_in_the_City_of_Westminster @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_London @ http://dbpedia.org/resource/Category:Oliver_Cromwell @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_London @ http://dbpedia.org/resource/Category:Sculptures_of_lions @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_the_United_Kingdom	http://dbpedia.org/resource/Oliver_Cromwell
http://dbpedia.org/resource/Statue_of_Oscar_Peterson	http://dbpedia.org/resource/Category:2010_in_Canada @ http://dbpedia.org/resource/Category:2010_sculptures @ http://dbpedia.org/resource/Category:21st_century_in_Ottawa @ http://dbpedia.org/resource/Category:Black_people_in_art @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Canada @ http://dbpedia.org/resource/Category:Cultural_depictions_of_Canadian_men @ http://dbpedia.org/resource/Category:Cultural_depictions_of_jazz_musicians @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Ottawa @ http://dbpedia.org/resource/Category:Musical_instruments_in_art @ http://dbpedia.org/resource/Category:Statues_in_Canada @ http://dbpedia.org/resource/Category:Statues_of_musicians @ http://dbpedia.org/resource/Category:Vandalized_works_of_art_in_Canada	http://dbpedia.org/resource/Oscar__Peterson
http://dbpedia.org/resource/Grasshopper_(sculpture)	http://dbpedia.org/resource/Category:1988_establishments_in_Oregon @ http://dbpedia.org/resource/Category:1988_sculptures @ http://dbpedia.org/resource/Category:Animal_sculptures_in_Oregon @ http://dbpedia.org/resource/Category:Copper_sculptures_in_Oregon @ http://dbpedia.org/resource/Category:Insects_in_art @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Salem,_Oregon @ http://dbpedia.org/resource/Category:Sculptures_by_Wayne_Chabre	http://dbpedia.org/resource/Grasshopper
http://dbpedia.org/resource/Statue_of_John_the_Baptist,_Charles_Bridge	http://dbpedia.org/resource/Category:Christian_sculptures @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Prague @ http://dbpedia.org/resource/Category:Sculptures_depicting_John_the_Baptist @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Prague @ http://dbpedia.org/resource/Category:Statues_on_the_Charles_Bridge	http://dbpedia.org/resource/John_the_Baptist
http://dbpedia.org/resource/Romeo_and_Juliet_(Hebald)	http://dbpedia.org/resource/Category:1978_establishments_in_New_York_City @ http://dbpedia.org/resource/Category:1978_sculptures @ http://dbpedia.org/resource/Category:Boyle_Heights,_Los_Angeles @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_California @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Central_Park @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Greater_Los_Angeles @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Manhattan @ http://dbpedia.org/resource/Category:Statues_in_New_York_City @ http://dbpedia.org/resource/Category:Statues_of_fictional_characters @ http://dbpedia.org/resource/Category:Works_based_on_Romeo_and_Juliet	http://dbpedia.org/resource/Romeo_and_Juliet
http://dbpedia.org/resource/Statue_of_Niels_W._Gade	http://dbpedia.org/resource/Category:1897_establishments_in_Denmark @ http://dbpedia.org/resource/Category:1897_sculptures @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_Denmark @ http://dbpedia.org/resource/Category:Cultural_depictions_of_Danish_men @ http://dbpedia.org/resource/Category:Cultural_depictions_of_classical_musicians @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Copenhagen @ http://dbpedia.org/resource/Category:Monuments_to_composers @ http://dbpedia.org/resource/Category:Niels_Gade @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Copenhagen @ http://dbpedia.org/resource/Category:Relocated_buildings_and_structures_in_Denmark @ http://dbpedia.org/resource/Category:Statues_in_Copenhagen @ http://dbpedia.org/resource/Category:Statues_of_musicians	Niels Gade conducting Elverskud
http://dbpedia.org/resource/Lenin_Monument_(Berlin)	http://dbpedia.org/resource/Category:Buildings_and_structures_of_East_Berlin @ http://dbpedia.org/resource/Category:Monuments_and_memorials_to_Vladimir_Lenin @ http://dbpedia.org/resource/Category:Removed_statues @ http://dbpedia.org/resource/Category:Statues_in_Germany	http://dbpedia.org/resource/Vladimir_Lenin
http://dbpedia.org/resource/Thor_(sculpture)	http://dbpedia.org/resource/Category:1977_establishments_in_Oregon @ http://dbpedia.org/resource/Category:1977_sculptures @ http://dbpedia.org/resource/Category:Abstract_sculptures_in_Oregon @ http://dbpedia.org/resource/Category:Copper_sculptures_in_Oregon @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Portland,_Oregon @ http://dbpedia.org/resource/Category:Sculptures_of_Norse_mythology @ http://dbpedia.org/resource/Category:Sculptures_of_gods @ http://dbpedia.org/resource/Category:Sculptures_on_the_MAX_Green_Line @ http://dbpedia.org/resource/Category:Southwest_Portland,_Oregon @ http://dbpedia.org/resource/Category:Thor_in_art @ http://dbpedia.org/resource/Category:Wooden_sculptures_in_Oregon	http://dbpedia.org/resource/Thor
http://dbpedia.org/resource/Gollis	http://dbpedia.org/resource/Category:Lyngen @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Norway @ http://dbpedia.org/resource/Category:Santa_Claus @ http://dbpedia.org/resource/Category:Sculptures_of_men @ http://dbpedia.org/resource/Category:Tourist_attractions_in_Troms_og_Finnmark	http://dbpedia.org/resource/Santa_Claus
http://dbpedia.org/resource/Filipino_Struggles_Through_History	http://dbpedia.org/resource/Category:1964_paintings @ http://dbpedia.org/resource/Category:Collections_of_the_National_Museum_of_the_Philippines @ http://dbpedia.org/resource/Category:Cubist_paintings @ http://dbpedia.org/resource/Category:History_of_Manila @ http://dbpedia.org/resource/Category:National_Cultural_Treasures_of_the_Philippines @ http://dbpedia.org/resource/Category:Oil_on_canvas_paintings @ http://dbpedia.org/resource/Category:Philippine_paintings	http://dbpedia.org/resource/History_of_the_Philippines
http://dbpedia.org/resource/Statue_of_Niels_Juel	http://dbpedia.org/resource/Category:1878_sculptures @ http://dbpedia.org/resource/Category:1881_establishments_in_Denmark @ http://dbpedia.org/resource/Category:Buildings_and_structures_associated_with_the_Juel_family @ http://dbpedia.org/resource/Category:Cultural_depictions_of_Danish_men @ http://dbpedia.org/resource/Category:Cultural_depictions_of_military_officers @ http://dbpedia.org/resource/Category:Danish_military_memorials_and_cemeteries @ http://dbpedia.org/resource/Category:Listed_buildings_and_structures_in_Copenhagen @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Copenhagen @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Copenhagen @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Denmark @ http://dbpedia.org/resource/Category:Statues_in_Copenhagen @ http://dbpedia.org/resource/Category:Statues_of_military_officers	http://dbpedia.org/resource/Battle_of_Køge_Bay_(1677) @ http://dbpedia.org/resource/Niels_Juel
http://dbpedia.org/resource/Statue_of_Amy_Winehouse	http://dbpedia.org/resource/Category:2014_establishments_in_England @ http://dbpedia.org/resource/Category:2014_in_London @ http://dbpedia.org/resource/Category:2014_sculptures @ http://dbpedia.org/resource/Category:Amy_Winehouse @ http://dbpedia.org/resource/Category:Bronze_sculptures_in_the_United_Kingdom @ http://dbpedia.org/resource/Category:Camden_Town @ http://dbpedia.org/resource/Category:Cultural_depictions_of_British_women @ http://dbpedia.org/resource/Category:Cultural_depictions_of_jazz_musicians @ http://dbpedia.org/resource/Category:Cultural_depictions_of_pop_musicians @ http://dbpedia.org/resource/Category:Cultural_depictions_of_soul_musicians @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_London @ http://dbpedia.org/resource/Category:Monuments_and_memorials_to_women @ http://dbpedia.org/resource/Category:Sculptures_of_women_in_the_United_Kingdom @ http://dbpedia.org/resource/Category:Statues_in_London @ http://dbpedia.org/resource/Category:Statues_of_musicians	http://dbpedia.org/resource/Amy_Winehouse
http://dbpedia.org/resource/Statue_of_Robert_Mugabe	http://dbpedia.org/resource/Category:2016_establishments_in_Zimbabwe @ http://dbpedia.org/resource/Category:2016_sculptures @ http://dbpedia.org/resource/Category:Buildings_and_structures_in_Harare @ http://dbpedia.org/resource/Category:Robert_Mugabe @ http://dbpedia.org/resource/Category:Statues_in_Zimbabwe @ http://dbpedia.org/resource/Category:Stone_statues	http://dbpedia.org/resource/Robert_Mugabe
http://dbpedia.org/resource/Statue_of_John_Huston	http://dbpedia.org/resource/Category:1988_establishments_in_Mexico @ http://dbpedia.org/resource/Category:1988_sculptures @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Jalisco @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Puerto_Vallarta @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Mexico @ http://dbpedia.org/resource/Category:Statues_in_Jalisco @ http://dbpedia.org/resource/Category:Zona_Romántica	http://dbpedia.org/resource/John_Huston
http://dbpedia.org/resource/Glasses_in_a_Basket_(Stoskopff)	http://dbpedia.org/resource/Category:1644_paintings @ http://dbpedia.org/resource/Category:Baroque_paintings @ http://dbpedia.org/resource/Category:Oil_on_canvas_paintings @ http://dbpedia.org/resource/Category:Paintings_by_Sebastian_Stoskopff @ http://dbpedia.org/resource/Category:Paintings_in_the_Musée_de_l'Œuvre_Notre-Dame @ http://dbpedia.org/resource/Category:Paintings_in_the_collection_of_the_Musée_des_Beaux-Arts_de_Strasbourg	glassware in a basket
http://dbpedia.org/resource/Shabash_Bangladesh	http://dbpedia.org/resource/Category:Aftermath_of_the_Bangladesh_Liberation_War @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Bangladesh	Liberation War of Bangladesh
http://dbpedia.org/resource/Statue_of_Chief_Seattle	http://dbpedia.org/resource/Category:1910s_in_Seattle @ http://dbpedia.org/resource/Category:1912_establishments_in_Washington_(state) @ http://dbpedia.org/resource/Category:1912_sculptures @ http://dbpedia.org/resource/Category:Belltown,_Seattle @ http://dbpedia.org/resource/Category:Copper_sculptures_in_the_United_States @ http://dbpedia.org/resource/Category:Fountains_in_Washington_(state) @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Seattle @ http://dbpedia.org/resource/Category:Monuments_and_memorials_on_the_National_Register_of_Historic_Places_in_Washington_(state) @ http://dbpedia.org/resource/Category:National_Register_of_Historic_Places_in_Seattle @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Seattle @ http://dbpedia.org/resource/Category:Sculptures_of_Native_Americans_in_Washington_(state) @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Washington_(state) @ http://dbpedia.org/resource/Category:Statues_in_Seattle	http://dbpedia.org/resource/Chief_Seattle
http://dbpedia.org/resource/Hodge_(cat)	http://dbpedia.org/resource/Category:Cat_monuments @ http://dbpedia.org/resource/Category:Cats_in_the_United_Kingdom @ http://dbpedia.org/resource/Category:Individual_animals_in_England @ http://dbpedia.org/resource/Category:Individual_cats @ http://dbpedia.org/resource/Category:Samuel_Johnson	Hodge the cat
http://dbpedia.org/resource/Male/Female_(Borofsky)	http://dbpedia.org/resource/Category:2004_establishments_in_Maryland @ http://dbpedia.org/resource/Category:2004_sculptures @ http://dbpedia.org/resource/Category:Colossal_statues_in_the_United_States @ http://dbpedia.org/resource/Category:Outdoor_sculptures_in_Baltimore @ http://dbpedia.org/resource/Category:Sculptures_by_Jonathan_Borofsky @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Maryland @ http://dbpedia.org/resource/Category:Sculptures_of_women_in_Maryland @ http://dbpedia.org/resource/Category:Stainless_steel_sculptures_in_the_United_States @ http://dbpedia.org/resource/Category:Statues_in_Maryland @ http://dbpedia.org/resource/Category:Steel_sculptures_in_Maryland	Male and female human figures
http://dbpedia.org/resource/Statue_of_Pierre_de_Coubertin,_Tokyo	http://dbpedia.org/resource/Category:Bronze_sculptures_in_Japan @ http://dbpedia.org/resource/Category:Buildings_and_structures_in_Shinjuku @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Japan @ http://dbpedia.org/resource/Category:Sculptures_of_men_in_Japan @ http://dbpedia.org/resource/Category:Statues_in_Japan	http://dbpedia.org/resource/Pierre_de_Coubertin
http://dbpedia.org/resource/Saint_Anne_with_the_Virgin	http://dbpedia.org/resource/Category:15th-century_paintings @ http://dbpedia.org/resource/Category:Cretan_Renaissance_paintings @ http://dbpedia.org/resource/Category:Paintings_in_Greece	The Virgin Mary held by her Mother Anne
http://dbpedia.org/resource/Statue_of_Melania_Trump	http://dbpedia.org/resource/Category:2019_establishments_in_Slovenia @ http://dbpedia.org/resource/Category:2019_sculptures @ http://dbpedia.org/resource/Category:2020_sculptures @ http://dbpedia.org/resource/Category:Bronze_sculptures @ http://dbpedia.org/resource/Category:Destroyed_sculptures @ http://dbpedia.org/resource/Category:Monuments_and_memorials_in_Slovenia @ http://dbpedia.org/resource/Category:Outdoor_sculptures @ http://dbpedia.org/resource/Category:Sculptures_of_women @ http://dbpedia.org/resource/Category:Statues_in_Slovenia @ http://dbpedia.org/resource/Category:Vandalized_works_of_art @ http://dbpedia.org/resource/Category:Wooden_sculptures	http://dbpedia.org/resource/Melania_Trump
http://dbpedia.org/resource/Marforio	http://dbpedia.org/resource/Category:1st-century_Roman_sculptures @ http://dbpedia.org/resource/Category:Fountains_in_Rome @ http://dbpedia.org/resource/Category:Rome_R._X_Campitelli @ http://dbpedia.org/resource/Category:Sculptures_of_gods @ http://dbpedia.org/resource/Category:Talking_statues_of_Rome	"The name is a corruption of Latin mare in foro, ""the sea in the forum"" @ http://dbpedia.org/resource/Oceanus"
