art,subj1,subj1Label,constr,constrLabel,qualifier,qualifierLabel,subj2,subj2Label,subj3,subj3Label
http://www.wikidata.org/entity/Q20200781,http://www.wikidata.org/entity/Q642420,Cristo,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/entity/Q106429444,Metropolitan Museum of Art Tagging Initiative,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q20200781,http://www.wikidata.org/entity/Q51633,Ultima cena,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/entity/Q106429444,Metropolitan Museum of Art Tagging Initiative,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q20200781,http://www.wikidata.org/entity/Q43115,santo,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/entity/Q106429444,Metropolitan Museum of Art Tagging Initiative,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q20200781,http://www.wikidata.org/entity/Q55619117,regia,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/prop/qualifier/P459,http://www.wikidata.org/entity/Q106429444,Metropolitan Museum of Art Tagging Initiative,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q43600,Matteo,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:66.4529,41.1956,18.0048,28.2185","pct:66.4529,41.1956,18.0048,28.2185",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q43399,Andrea,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:16.6508,43.7292,9.0578,25.3682","pct:16.6508,43.7292,9.0578,25.3682",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q6494684,http://www.wikidata.org/entity/Q435311,Mattia Flacio Illirico,http://www.wikidata.org/prop/qualifier/P1354,http://www.wikidata.org/prop/qualifier/P1354,http://www.wikidata.org/entity/Q4006272,talon purses,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q43982,Bartolomeo,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:4.77435,42.6207,11.1956,31.8607","pct:4.77435,42.6207,11.1956,31.8607",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q44015,Giovanni,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:33.8321,46.5796,10.4038,22.3595","pct:33.8321,46.5796,10.4038,22.3595",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q43675,Filippo,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:62.9691,40.0871,10.4038,22.8345","pct:62.9691,40.0871,10.4038,22.8345",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q536168,tovaglia,http://www.wikidata.org/prop/qualifier/P462,http://www.wikidata.org/prop/qualifier/P462,http://www.wikidata.org/entity/Q23444,bianco,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q536168,tovaglia,http://www.wikidata.org/prop/qualifier/P1114,http://www.wikidata.org/prop/qualifier/P1114,1,1,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q536168,tovaglia,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:14.3081,53.7407,78.6552,30.25","pct:14.3081,53.7407,78.6552,30.25",http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q7802,pane,http://www.wikidata.org/prop/qualifier/P1114,http://www.wikidata.org/prop/qualifier/P1114,1,1,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q302,Gesù,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:42.9375,42.6207,16.0253,27.4268","pct:42.9375,42.6207,16.0253,27.4268",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q44047,Giacomo d'Alfeo,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:14.1964,43.0958,6.20744,24.7348","pct:14.1964,43.0958,6.20744,24.7348",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q43669,Tommaso,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:56.4766,42.6207,5.25732,14.1251","pct:56.4766,42.6207,5.25732,14.1251",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q7802,pane,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:46.0438,48.1704,4.94136,4.80432","pct:46.0438,48.1704,4.94136,4.80432",http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q210723,calice,http://www.wikidata.org/prop/qualifier/P1114,http://www.wikidata.org/prop/qualifier/P1114,1,1,http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q210723,calice,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:38.0688,47.5024,3.53401,10.2436","pct:38.0688,47.5024,3.53401,10.2436",http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q5,umano,http://www.wikidata.org/prop/qualifier/P1114,http://www.wikidata.org/prop/qualifier/P1114,13,13,http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q128910,http://www.wikidata.org/entity/Q81018,Giuda Iscariota,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:26.3895,49.2716,13.9667,22.5178","pct:26.3895,49.2716,13.9667,22.5178",http://www.wikidata.org/entity/Q51633,Ultima cena,73D2,73D2
http://www.wikidata.org/entity/Q44571395,http://www.wikidata.org/entity/Q302,Gesù,http://www.wikidata.org/prop/qualifier/P2677,http://www.wikidata.org/prop/qualifier/P2677,"pct:39.3276,32.079,16.0281,22.0434","pct:39.3276,32.079,16.0281,22.0434",http://www.wikidata.org/entity/Q51633,Ultima cena,73D24,73D24
