artwork	subject
http://yago-knowledge.org/resource/Self-Portrait_in_a_Circle_of_Friends_from_Mantua	http://yago-knowledge.org/resource/Peter_Paul_Rubens
http://yago-knowledge.org/resource/Self-portrait_in_a_Soft_Hat_Q3630752	http://yago-knowledge.org/resource/Paul_Cézanne
http://yago-knowledge.org/resource/Self-Portrait_with_Palette_Q12843791	http://yago-knowledge.org/resource/Paul_Cézanne
http://yago-knowledge.org/resource/Self-Portrait_with_Seven_Fingers	http://yago-knowledge.org/resource/Pablo_Picasso
http://yago-knowledge.org/resource/Selfportrait_at_6th_wedding_anniversary	http://yago-knowledge.org/resource/Paula_Modersohn-Becker
http://yago-knowledge.org/resource/The_Four_Philosophers	http://yago-knowledge.org/resource/Peter_Paul_Rubens
http://yago-knowledge.org/resource/_Q19478626	http://yago-knowledge.org/resource/Niki_de_Saint_Phalle
http://yago-knowledge.org/resource/Portrait_of_Nikolai_N._Rayevsky_(1771-1829)_Q21740530	http://yago-knowledge.org/resource/Nikolay_Raevsky
http://yago-knowledge.org/resource/_Q4056414	http://yago-knowledge.org/resource/Taras_Shevchenko
http://yago-knowledge.org/resource/Portrait_of_Luis_Buñuel_Q211293	http://yago-knowledge.org/resource/Luis_Buñuel
http://yago-knowledge.org/resource/Portrait_of_the_Artist_Léopold_Survage_Q11895977	http://yago-knowledge.org/resource/Léopold_Survage
http://yago-knowledge.org/resource/Self-portrait_Q12076089	http://yago-knowledge.org/resource/Taras_Shevchenko
http://yago-knowledge.org/resource/Self-portrait_Q12076090	http://yago-knowledge.org/resource/Taras_Shevchenko
http://yago-knowledge.org/resource/Self-Portrait_Q20969053	http://yago-knowledge.org/resource/Tommaso_Minardi
http://yago-knowledge.org/resource/Self-Portrait_Q4056412	http://yago-knowledge.org/resource/Taras_Shevchenko
http://yago-knowledge.org/resource/_Q30100850	http://yago-knowledge.org/resource/Boris_Kustodiev
http://yago-knowledge.org/resource/Aleksis_Kivi_Memorial	http://yago-knowledge.org/resource/Aleksis_Kivi
http://yago-knowledge.org/resource/Bubbles_(painting)	http://yago-knowledge.org/resource/William_James_(Royal_Navy_admiral)
http://yago-knowledge.org/resource/Portrait_of_A.S.Pushkin_Q18688281	http://yago-knowledge.org/resource/Alexander_Pushkin
http://yago-knowledge.org/resource/Portrait_of_D._A._Furmanov_Q65094589	http://yago-knowledge.org/resource/Dmitry_Furmanov
http://yago-knowledge.org/resource/Portrait_of_Edward_Isabekyan_Q62078085	http://yago-knowledge.org/resource/Eduard_Isabekyan
http://yago-knowledge.org/resource/Portrait_of_Professor_Benjamin_H._Rand	http://yago-knowledge.org/resource/Benjamin_H._Rand
http://yago-knowledge.org/resource/Presumed_portrait_of_Alexander_Pushkin_Q15688078	http://yago-knowledge.org/resource/Alexander_Pushkin
http://yago-knowledge.org/resource/Self-portrait_(Isabekyan)_Q59556050	http://yago-knowledge.org/resource/Eduard_Isabekyan
http://yago-knowledge.org/resource/Queen_Victoria_(1819-1901)_Q28027883	http://yago-knowledge.org/resource/Queen_Victoria
http://yago-knowledge.org/resource/Self-Portrait_(Rembrandt,_Louvre)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-portrait_with_easel_Q5712851	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/_Q28496870	http://yago-knowledge.org/resource/Pierre-Auguste_Renoir
http://yago-knowledge.org/resource/_Q2872718	http://yago-knowledge.org/resource/Pierre-Auguste_Renoir
http://yago-knowledge.org/resource/'Tronie'_of_a_Young_Man_with_Gorget_and_Beret	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Portrait_of_a_Young_Man_with_a_Golden_Chain	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_(Frick,_Rembrandt)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_(Rembrandt,_Altman)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_(Rembrandt,_Florence)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-portrait_(Rembrandt,_Indianapolis)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_(Rembrandt,_Vienna)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_(Rembrandt,_Wallace_Collection,_London)	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_as_the_Apostle_Paul	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_as_Zeuxis_Laughing	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-portrait_at_the_age_of_34	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_at_the_Age_of_63	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_in_a_Black_Beret_and_Gold_Chain	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_in_a_Gorget	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-portrait_Q19607725	http://yago-knowledge.org/resource/Piet_Mondrian
http://yago-knowledge.org/resource/Self-portrait_Q19607726	http://yago-knowledge.org/resource/Piet_Mondrian
http://yago-knowledge.org/resource/Self-Portrait_Wearing_a_White_Feathered_Bonnet	http://yago-knowledge.org/resource/Rembrandt
http://yago-knowledge.org/resource/Self-Portrait_with_Beret_and_Turned-Up_Collar	http://yago-knowledge.org/resource/Rembrandt
